Time:6,End Time,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Event Id,Event Date,Event Duration
13.6074218750,14.1074218750,0.2517344398,0.0032701031,0.0438276844,0.0188572247,0.0402161009,0.0788062631,,,
13.7070312500,14.2070312500,0.2438050694,0.0026464064,0.0262098946,0.0182098172,0.0310341253,0.0514594126,,,
13.8066406250,14.3066406250,0.2159145737,0.0027019589,0.0158514872,0.0153632418,0.0411560080,0.0649061185,,,
13.9062500000,14.4062500000,0.1756929499,0.0022310453,0.0120415874,0.0112030844,0.0641224439,0.1037257214,,,
14.0058593750,14.5058593750,0.1564461337,0.0012962259,0.0105382851,0.0065385630,0.0860677787,0.1515324656,,,
14.1054687500,14.6054687500,0.1797732245,0.0008559579,0.0120366011,0.0035275161,0.0974219658,0.2068489488,,,
14.2050781250,14.7050781250,0.2187940718,0.0013830074,0.0194446795,0.0027528942,0.0994169366,0.2585535239,,,
14.3046875000,14.8046875000,0.2386809865,0.0025860122,0.0324477021,0.0025078676,0.0913830485,0.2888639706,,,
14.4042968750,14.9042968750,0.2300900756,0.0041569940,0.0488047329,0.0017765469,0.0713460185,0.2946008384,,,
14.5039062500,15.0039062500,0.1927983930,0.0065169201,0.0643477389,0.0008647953,0.0474649920,0.2806826880,,,
14.6035156250,15.1035156250,0.1484729666,0.0095027213,0.0734992657,0.0003317254,0.0296066944,0.2526944170,,,
14.7031250000,15.2031250000,0.1366928918,0.0122390974,0.0741650557,0.0007715989,0.0197470883,0.2211702245,,,
14.8027343750,15.3027343750,0.1692154042,0.0137758471,0.0662211939,0.0027901135,0.0166867304,0.1977640140,,,
14.9023437500,15.4023437500,0.2216580679,0.0136275131,0.0510782181,0.0056472444,0.0199164443,0.1805341062,,,
15.0019531250,15.5019531250,0.2668273305,0.0126418608,0.0338458028,0.0073141278,0.0275953261,0.1614305611,,,
15.1015625000,15.6015625000,0.2988620096,0.0157858681,0.0206745883,0.0075498489,0.0383622369,0.1362222314,,,
